Name;ADIDAS (XET);AIRBUS (XET);ALLIANZ (XET);BASF (XET);BAYER (XET);BEIERSDORF (XET);BMW (XET);BRENNTAG (XET);COMMERZBANK (XET);CONTINENTAL (XET);COVESTRO (XET);DAIMLER TRUCK (XET) HOLDING E;DEUTSCHE BANK (XET);DEUTSCHE BOERSE (XET);DEUTSCHE POST (XET);DEUTSCHE TELEKOM (XET);DR ING HC F PORSCHE(XET) PREF.;E ON N (XET);FRESENIUS (XET);HANNOVER RUECK (XET);HEIDELBERG (XET) MATERIALS;HENKEL PREF. (XET);INFINEON TECHS. (XET);MERCEDES-BENZ GROUP(XET) N;MERCK KGAA (XET);MTU AERO ENGINES (XET) HLDG.;MUENCHENER RUCK. (XET);PORSCHE AML.HLDG. (XET) PREF.;QIAGEN (XET);RHEINMETALL (XET);RWE (XET);SAP (XET);SARTORIUS PREF. (XET);SIEMENS (XET);SIEMENS ENERGY N (XET);SIEMENS (XET) HEALTHINEERS;SYMRISE (XET);VOLKSWAGEN PREF. (XET);VONOVIA (XET);ZALANDO (XET)
16.10.2023;170,4;122,92;224,25;42,52;43,595;121,25;98,64;71,5;10,545;63,68;47,6;31,2;10,132;160,3;39,015;20,36;90,34;11;25,19;206,2;74,16;67,32;31,915;64,7;149,35;167,95;377;46,85;36,9;269,6;34;122,66;269,8;133,9;11,66;47,67;92,54;108,62;22,46;22,65
17.10.2023;170,96;127,28;224,55;42,455;43,2;121,7;98,26;69,08;10,47;64,18;47,86;31;10,072;158,05;38,715;20,345;91,34;10,995;25,27;207,2;74,2;67,08;31,63;64,87;148,4;168,2;377,3;46,65;36,88;268;33,84;123,32;263,4;133,96;11,61;47,88;92,08;108,52;22,46;22,45
18.10.2023;176,36;124,66;223,3;41,84;42,525;121,55;97,91;69;10,36;63,82;46,83;31,02;9,808;157,2;38,435;20,47;91,56;10,98;24,79;209,5;71,98;67,08;31,12;64,18;145,55;166,45;378,1;46,38;36,45;267,1;33,66;121,14;254,2;130,4;11,43;47,32;91,64;107,62;21,6;22,66
19.10.2023;174,32;123,84;221,25;41,43;42,145;121,05;95,31;67,96;10,255;60,98;47,62;30,36;9,749;157,65;37,845;20,35;91,3;10,91;24,9;210,8;70,84;67,12;30,065;63,45;150,05;167,05;377,7;45,81;35,49;258,3;34,24;127,28;257,5;129,86;11,245;46,03;91,4;105,3;20,51;22,12
20.10.2023;170;121,28;217,4;40,995;41,475;121,65;93,56;68;10,115;60,48;47,89;29,99;9,528;157,7;37,4;20,205;89,12;10,9;25,22;204,9;66,02;66,72;29,4;62,01;148,8;164,7;369,4;44,6;35,54;259,9;34,13;123,92;240;127,12;10,87;46;91,16;103,14;20,44;21,93
23.10.2023;169;122,56;217,8;40,92;40,985;121,9;93,31;68,12;10,215;60,6;49,1;29,92;9,614;156,95;37,77;20,185;88,02;10,925;25,3;205,1;67,5;66,94;29,08;61,7;144,85;166,3;372,1;43,78;35,47;258,9;33,99;123,92;234,2;127,7;10,685;46,97;90,98;102,24;20,16;22,45
24.10.2023;172,02;125,24;218,15;40,95;41,285;122,1;92,51;68,4;10,05;60,22;49,51;29,84;9,501;155,35;37,515;20,215;86,9;11,095;25,18;206,9;67,46;67,1;29,07;61,53;146,7;176,45;374,6;43,34;35,25;267;35,07;125,76;234,9;127,44;10,835;47,63;90,52;101,78;20,58;23,15
25.10.2023;171,5;125,12;220,15;40,585;41,035;124,35;91,38;68,22;10,065;59,68;48,75;29,96;10,278;155,8;36,78;20,485;86,52;11,1;24,98;211,4;67,84;67,98;28,765;61,38;144,6;178,4;382,5;43,19;35,07;266,7;35,31;125;224,5;126,96;10,65;47,83;94,12;100,8;20,22;21,8
26.10.2023;166,46;126,42;219,55;41,185;40,76;121,45;88,63;68,56;9,994;59,2;48,66;29,88;10,38;156,1;36,365;20,385;83,52;11,11;24,67;209,1;67,5;67,92;29,375;57,84;144,45;179,9;378,1;42,7;34,97;271;35,46;124,78;221,8;121,2;6,87;46,11;95,22;99,97;20,52;21,32
27.10.2023;166,3;124,94;218,6;41,46;40,51;121,45;88,49;69,04;10,04;60,26;47;29,74;10,406;155,1;36,52;20,385;82,12;11,11;24,45;206,2;67,7;67,26;29,13;56,21;143;174,95;375,5;42,26;34,4;266,1;35,56;125,02;230,3;122,42;7,488;45,86;94,94;99,29;20,73;21,27
30.10.2023;166,44;126,32;221,05;41,68;40,68;122,8;87,71;69,28;10,135;60,46;47,17;29,62;10,408;155,95;36,61;20,475;83,26;11,09;24,28;207,8;68,76;67,8;27,28;55,58;137,85;177,65;379,6;41,95;33,38;270,1;35,8;125,6;217,8;123,7;8,436;45,77;95,46;99,14;21;21,2
31.10.2023;167,2;126,26;220,9;43,535;40,66;124,05;87,63;70,12;10,15;61,44;47,7;29,62;10,356;155,2;36,76;20,475;82,54;11,22;24,24;208,3;68,48;68,08;27,475;55,43;142,35;177;378,5;42,15;35,15;270,4;36,13;126,74;236,2;124,96;8,37;46,32;96,2;99,83;21,7;21,99
01.11.2023;167;127,96;224,25;42,285;40,27;124,65;89;70,82;10,31;62,04;47,55;29,34;10,462;157,85;36,76;20,75;82,22;11,4;24,3;214,6;69,34;68,48;27,655;55,97;143,4;180,3;385,9;42,54;35,74;276,5;36,31;127,82;242,2;125,5;8,254;46,55;96,02;99,79;21,91;22,26
02.11.2023;171,18;129,14;223,6;43,52;41,28;124,9;91,09;71,94;10,385;62,18;47,45;29,75;10,612;158,75;37,78;21,375;86,68;11,405;25,72;211,2;67,84;68,62;28,52;57,52;143,45;181,25;382,9;43,64;35,74;271,5;36,56;130,12;248,5;127,64;8,782;47,39;96,8;102,98;22,74;20,86
03.11.2023;170,48;129,04;221;43,87;42,06;123,3;92,95;71,36;10,335;62,76;47,54;29,88;10,66;158,5;37,735;21,39;90,14;11,37;25,31;206,6;68,22;67,94;29,185;57,9;146,35;183,3;375;44,76;36,68;270,4;36,84;129,28;257;127,8;9,546;47,98;95,44;105,04;24,51;22,5
06.11.2023;172;128,42;221,15;43,16;42,06;122,4;92,83;70,16;10,385;62,4;46,89;29,65;10,626;159,25;37,2;21,35;90,32;11,265;25,38;205;67,34;67,8;29,195;57,53;146,6;181,35;373,4;44,71;36,24;272,4;36,83;128,72;251,7;128,98;9,386;47,57;93,56;105,06;23,18;22,49
07.11.2023;171,88;129,22;218,85;43,475;41,765;122,65;91,31;70,12;10,395;61,8;47,22;28,28;10,524;164,85;37,13;21,23;89,38;11,36;25,18;204,6;67,3;68,06;29,505;56,87;148;180,95;371;44,16;36,61;271,9;36,47;131,76;252,2;128,88;9,324;47,97;94,14;104,2;23,71;22,71
08.11.2023;169,62;130,38;220,75;43,575;41,43;123,4;92,09;70,62;10,47;64,32;47,09;28,37;10,536;165,05;38,195;21,335;89,08;11,27;25,73;206,4;68,96;67,48;29,415;57,45;148,05;182,4;374;44,35;36,32;274,5;35,96;133,18;251,1;129,92;9,106;48,58;95,7;104,4;23,29;21,91
09.11.2023;173,98;127,82;222,3;44,48;41,805;123,45;92,21;71,72;10,525;64,5;47,73;28,45;10,544;166,95;38,985;21,52;88,24;11,39;25,51;201,6;70;69,86;29,7;57,29;153,85;183,4;370,5;44,44;36;272;36,37;134,72;258,9;133;9,68;48,33;97,18;104,88;23,75;22,35
10.11.2023;170,9;128,42;222;43,715;40,155;123,7;91,18;71,7;10,66;63,38;47,18;28,22;10,496;165,85;38,965;21,435;87,42;11,45;25,04;202,1;70,14;70,7;29,305;56,49;149,5;182,05;371,4;43,78;35,24;273,6;36,28;134,86;251,4;130,8;9,39;47,61;96,28;103,66;23,23;21,42
13.11.2023;170,08;130,26;221,4;44,085;40,25;123,3;92,1;73,24;10,975;64,02;47,15;28,24;10,606;166,7;39,25;21,645;87,88;11,31;25,9;205,6;70,74;71,16;29,625;56,6;150,7;184,05;374;44,13;35,94;282,5;36,31;135,42;246,7;132,9;9,956;47,42;96,44;105,06;23,26;21,17
14.11.2023;179,02;131,66;224,5;44,75;40,64;125,4;94,17;75,18;10,84;68,12;48,12;28,59;10,724;166,75;40,205;21,55;91,84;11,43;26,87;204,9;72,8;72,34;30,605;57,99;153,75;183,55;373,2;45,68;36,48;278,7;37,66;136,26;266,5;136,56;10,25;49,52;97,54;107,84;25,18;23,41
15.11.2023;178,92;131,22;224,5;45,045;41,09;124,7;96,05;75,68;11,025;69,78;48,6;29,41;10,92;166,5;40,39;21,41;91,3;11,285;26,86;203,5;71,58;72,42;33,57;58,69;155,15;183,6;370,9;46,7;36,57;280,3;38,02;137,26;273;138,9;11,15;49,39;98,46;109,9;24,73;24,13
16.11.2023;176,56;131,48;226,15;43,93;40,6;124,85;94,05;75,86;11,05;68,58;48,5;28,94;10,886;167,3;40,48;21,465;90,08;11,515;26,76;204,5;70,82;72;33,96;57,95;155,15;183,9;372,8;45,94;36,28;276,8;38,23;136,44;269,1;146,82;10,86;49,43;97,7;108,26;24,78;23,02
17.11.2023;179,64;132,28;228,5;44,285;41,45;124,65;95,2;76,26;11,185;68,86;48;29,19;11,172;168,75;40,515;21,555;90,92;11,555;27,32;208,9;71,28;71,28;33,58;58,6;156,95;186;377,9;46,15;36,11;279,1;38,34;137,22;273,8;148,46;11,68;50,04;97,04;108,84;25,19;23,06
20.11.2023;181,7;133,04;228,8;44,205;34,005;123,45;95,74;76,72;11,265;69;48,36;29,38;11,288;169,3;40,935;21,62;90,84;11,545;27,39;212,2;70,98;69,86;33,91;58,93;161,05;185,85;381,1;46,7;36,25;278,8;38,18;139,92;278,1;147,64;11,92;50;97,04;108,84;25,49;23,56
21.11.2023;185,14;133,84;230,35;43,81;33,985;125,4;93,55;76,66;11,17;68,1;48,14;29,4;11,19;171,35;40,895;21,59;89,72;11,545;27,62;217;72;70,14;33,4;58,16;163,3;187,9;387,2;45,9;37,03;289,1;38,06;139,44;282,4;147,66;10,975;50,38;99,36;106,86;24,68;23,05
22.11.2023;187,36;134,02;231;43,72;32,815;127,65;94,24;77,26;11,02;68,92;47,4;29,4;11,116;172,5;41,115;21,74;88,28;11,6;27,74;217;72,34;70,94;33,465;58,28;159,6;188,05;386,6;45,56;37,65;289;37,96;141,16;285,2;149,66;10,885;51,3;102,1;106,8;24,91;23,07
23.11.2023;185,78;134,6;232,3;43,81;32,95;127,9;94,13;77,56;11,125;68,96;47,65;29,42;11,114;174,35;41,18;21,8;84,5;11,68;27,94;217,3;72,08;70,72;33,5;58,24;160,95;187,35;388,3;45,12;37,49;283,5;38,21;142,5;286;149,64;10,84;51,36;102,1;106,58;24,97;22,77
24.11.2023;184,44;134,72;232,7;44,58;32,645;128,4;94,05;77,98;11,1;70,36;48,71;29,68;11,102;173;41,625;21,9;86,1;11,79;27,94;217;72,4;71;33,715;58,56;160,75;188,1;389,7;44,96;37,35;283,4;38,29;141,08;285,6;150,86;10,84;51,48;102,2;107;25,12;22,82
27.11.2023;185,24;133,6;230,5;43,195;31,66;128,95;93,43;77,12;11,035;69,88;48,62;29,43;11,052;173,4;41,795;21,955;84,44;11,89;28,2;219,2;72,54;70,9;33,6;58,36;159,85;185,4;390,1;44,67;37,25;274;38,39;141,6;286;150,24;10,805;51,2;102,4;106,12;25,38;22,57
28.11.2023;186,66;134,52;230,55;42,705;30,555;129,45;93,16;76,66;11,19;70,02;48,9;29,43;11,09;172,95;42,21;21,875;84,2;11,985;28,5;218,4;73,32;70,8;34,275;57,96;157,8;187,05;390,1;44,38;37,18;274,1;39,56;142,54;284,6;151,42;10,525;51,36;101,75;105,08;25,34;21,35
29.11.2023;192,72;135,6;231;42,975;30,67;129,15;96,07;77,26;11,305;71,6;48,6;29,83;11,272;174,05;42,91;21,935;84,88;11,975;28,57;217,5;74,1;71,38;35,7;59,29;160,4;187,85;387,5;45,21;37,66;275,2;39,26;144,54;294,5;152,88;10,765;52,42;101,4;106,88;25,95;22,08
30.11.2023;192,14;136,22;230,6;42,685;31,36;128,7;95,59;79,28;11,245;71,02;48,2;29,83;11,426;174,3;43,04;21,975;84,06;11,935;29,09;219;74,8;72,2;35,55;59,58;160,15;187,75;390,8;44,86;37,68;276;39,37;145,48;295,5;154;10,88;52,94;103,2;106,42;25,52;21,86
01.12.2023;194,24;138,1;235,25;43,24;31,11;129,75;96,19;78,72;11,35;71,44;51;30,12;11,52;176,3;43,995;22,245;83,9;12,03;29,09;219;75,54;72,98;36,135;60,14;158,9;192,5;392;45,16;38;281,7;39,75;146,7;288,1;156;11,335;53,16;104,45;107,02;26,55;22,33
04.12.2023;194,64;137,08;235,1;43,41;30,825;130,3;96,16;77,88;11,38;71,04;50,32;30,3;11,53;176,8;43,845;22,35;83,36;12,05;29,29;220,7;75,22;73;36,005;60,52;161,95;187,85;392;45,34;38,33;283,4;39,65;146,32;288;156,98;11,3;52,4;105,05;107,8;26,75;22,25
05.12.2023;195,28;136,64;238,75;43,6;31,705;131,1;97,66;78,36;11,39;71,72;50,14;31,34;11,57;179,5;44,565;22,59;83,7;12,165;28,72;221,1;75,68;72,5;35,905;61,45;161,95;186,95;393,5;45,88;38,17;283,5;40,16;147,14;282,8;158,74;11,635;52,5;105;108,56;27,1;22,48
06.12.2023;197;138,34;240,95;44,44;32,39;131,75;99,35;79,42;11,475;73,28;51,24;32,06;11,67;179,4;44,865;22,635;84,3;12,325;28,8;218,3;76,02;72,8;36,805;62,37;140,75;189,45;392;47,3;38,43;282,5;40,45;147,14;291,8;160,92;11,85;52,6;106;114,38;27,19;22,42
07.12.2023;191,1;138,4;242,15;45,095;31,83;131,85;98,6;79,06;11;73,2;51,28;31,97;11,566;178,3;45,3;22,6;82,36;12,4;28,52;219,4;77,36;72,94;36,43;62,34;144,45;189,85;391,3;46,89;38,79;278;40,51;147,1;295,1;161,5;11,62;52,2;104,9;113,54;26,87;21,67
08.12.2023;193,36;141,84;243,8;45,19;31,895;132,5;100,92;79,18;11,02;73,6;51,14;32,25;11,824;180,5;45,895;22,615;83,56;12,485;28,53;218,6;78,2;72,74;37,16;62,87;142;190;391,3;47,15;38,6;284,7;40,45;148,18;305,8;162,42;11,365;52,74;105,35;114,86;26,52;22,28
11.12.2023;194;142,32;245,4;45,43;31,49;133,2;101,3;79,86;11,05;72,94;50,68;32,43;11,902;181,2;46,045;22,785;82,14;12,42;28,25;220,4;78,64;73,12;36,905;63,05;141,15;185,95;393;47,21;39,15;283,9;40,68;147,34;314,7;164,3;11,085;52,28;105,55;115,66;26,55;21,73
12.12.2023;193,46;142,7;245,5;45,585;31,34;135,05;100,94;79,74;10,835;72,08;50,18;32,64;11,93;181,4;46,25;22,78;81,84;12,45;28,32;225,1;79,92;73,42;37,145;62,72;137,6;184,2;396,7;46,83;38,88;286,8;40,65;147,32;318,4;163,86;10,62;52,52;105,5;115,04;26,38;20,7
13.12.2023;194;142,28;244,95;47,605;31,06;135,85;99,69;80,18;10,855;72,54;51,04;32,48;11,834;179,85;46,095;22,555;81,26;12,56;28,26;228,9;79,96;73,54;37,04;61,74;135,45;187,55;399,4;46,49;38,97;289,8;40,97;146,5;317,4;162,88;10,28;53,1;106,3;114,28;26,44;20,32
14.12.2023;197,4;140,06;239;48,14;31,895;132,95;102,54;81,24;10,55;75,7;52,14;33,74;11,97;176,65;45,6;21,74;81;12,635;28,58;215,8;81,26;73,24;38,38;63,5;139,95;184,7;376,6;48,39;39,47;285,8;41,74;142,54;340,6;165,82;11,245;53,18;106,1;115,74;28,51;22,22
15.12.2023;192,52;139,58;240,2;48,175;32,105;133,05;103,06;81,04;10,435;76,14;52,26;34,16;12,1;177,7;46,17;21,59;81;12,52;28,09;214,3;81,78;72,52;38,915;64,37;139,85;189,35;376,1;48,27;39,03;285,6;41,43;141,48;342,1;166,78;11,375;53,3;98,02;115,96;28,21;22,9
18.12.2023;192,24;139,18;240,7;48,27;32,11;134,2;101,02;81,3;10,475;76;53;34,18;11,988;180,7;45,745;21,535;80,82;12,235;27,74;215;80,5;72,8;37,95;63,54;140,6;189,15;377,8;48,24;38,79;283,3;40,66;141,2;335,9;163,4;11,005;53,06;99,44;114,8;27,73;22,4
19.12.2023;193,4;139,9;242,5;48,565;32,195;134,25;100,88;82,12;10,545;76,02;53,74;34;12,042;181,25;45,755;21,48;80,44;12,27;27,79;215,6;81,38;72,52;38,065;63,21;142,55;191,15;379,8;47,62;38,93;285;40,62;141,26;349,3;167,98;11,09;53,74;99,3;114,16;28,01;23,15
20.12.2023;195,94;137,92;242,25;48,45;32,555;134,75;100,42;81,88;10,525;76,74;53,6;34,23;12,296;183,1;44,87;21,67;80,38;12,295;28,49;216,5;81,36;72,5;37,765;63,14;140,6;193,3;381;47,31;39,06;284,4;40,46;139,2;346,3;169,14;11,41;53,44;99,14;113,72;28,24;23,12
21.12.2023;194,42;138,8;241,65;48,47;32,615;134,35;99,55;82,42;10,665;76,6;53,2;34;12,284;183,1;44,95;21,655;80,3;12,25;28,57;216,1;81,1;72,42;37,865;62,71;140,55;194,15;379,2;46,68;39;286,2;40,58;137,58;338;168,48;11,415;53,14;98,14;112,46;28,14;22,9
22.12.2023;184,14;139,54;242,6;48,54;32,705;134,9;100,64;82,64;10,765;76,26;53,1;34;12,38;184,05;45,195;21,78;80,08;12,3;28,61;217,1;81,38;72,68;37,62;62,85;141,3;193;382;46,76;39,33;284,7;40,86;138,24;335,5;168,08;11,3;53,14;98,62;112,56;28,37;21,21
25.12.2023;184,14;139,54;242,6;48,54;32,705;134,9;100,64;82,64;10,765;76,26;53,1;34;12,38;184,05;45,195;21,78;80,08;12,3;28,61;217,1;81,38;72,68;37,62;62,85;141,3;193;382;46,76;39,33;284,7;40,86;138,24;335,5;168,08;11,3;53,14;98,62;112,56;28,37;21,21
26.12.2023;184,14;139,54;242,6;48,54;32,705;134,9;100,64;82,64;10,765;76,26;53,1;34;12,38;184,05;45,195;21,78;80,08;12,3;28,61;217,1;81,38;72,68;37,62;62,85;141,3;193;382;46,76;39,33;284,7;40,86;138,24;335,5;168,08;11,3;53,14;98,62;112,56;28,37;21,21
27.12.2023;185,56;139,38;241,7;48,65;33,465;134,6;100,4;82,9;10,78;76,24;53;34,04;12,4;185,25;44,93;21,65;80,1;12,18;28,37;216,1;81,12;72,68;37,99;62,67;142,8;194,15;378,5;46,82;39,22;286,9;41,04;139,84;335,1;168,82;11,915;53,1;99;112,8;28,82;21,07
28.12.2023;184,1;139,8;240,65;48,58;33,49;135;100,44;83,04;10,69;76,7;52,84;34,01;12,31;184,7;44,7;21,615;79,9;12,135;28,36;215,2;80,86;72,52;37,665;62,26;142,55;194,05;376,8;46,41;39,28;287,7;41,05;139,64;334,9;168,48;11,8;53,18;98,88;112,16;28,85;21,06
29.12.2023;184,16;140,08;241,95;48,78;33,63;135,7;100,78;83,22;10,76;76,92;52,68;34,02;12,364;186,5;44,855;21,75;79,9;12,15;28,07;216,3;80,94;72,86;37,8;62,55;144,1;195,25;375,1;46,32;39,43;287;41,18;139,48;333,2;169,92;12;52,6;99,64;111,8;28,54;21,45
01.01.2024;184,16;140,08;241,95;48,78;33,63;135,7;100,78;83,22;10,76;76,92;52,68;34,02;12,364;186,5;44,855;21,75;79,9;12,15;28,07;216,3;80,94;72,86;37,8;62,55;144,1;195,25;375,1;46,32;39,43;287;41,18;139,48;333,2;169,92;12;52,6;99,64;111,8;28,54;21,45
02.01.2024;182,22;141,34;244,95;49,07;34,325;135;101,78;82,98;10,935;77,5;52,36;34,22;12,482;184,9;44,905;21,965;80,1;12,19;29,02;216,6;80,58;73,28;37,06;63,33;142,65;195,05;377,8;46,82;39,77;299,2;41,1;137,34;345,3;167,88;11,885;52,5;98,22;112,88;28,05;20,96
03.01.2024;179,16;137,16;242,55;47,76;34,405;135,3;99,51;82;11,02;74,88;52,18;33,56;12,25;182,45;44,35;22,285;78,32;12,2;28,53;219,4;78,92;73,52;35,645;62,2;142,4;193,8;381;46;39,4;297;40,42;137,12;331,2;162,32;11,125;51,36;98,02;110,86;27,45;20,21
04.01.2024;173,76;139,36;245,5;47,695;35,235;135,05;101;82,4;11,46;74,42;52,78;33,32;12,52;185,1;44,175;22,465;77,72;12,425;29,06;222,4;80,44;73,52;34,915;62,32;143,25;196,8;384;46,09;39,62;305,1;40,78;136,44;320,8;162,42;11,4;51,78;97,56;112,32;27,43;19,375
05.01.2024;173,48;139,66;243,9;46,8;35,22;134;100,66;81,66;11,735;74,44;52,58;33,25;12,568;186,35;44,39;22,435;76,7;12,48;28,99;222,7;81,18;72,96;35,135;62,55;142,4;196,3;384,6;45,97;40,14;305,1;40,74;137,08;316,1;160,5;11,525;51,58;97,2;113,26;27,1;19,06
